"Code","Name","Category","Unit","Current Stock","Minimum Stock","Cost","Price","Current Stock Value","Current Stock Cost","Amount Sold","Quantity Sold","Profit"
"","Evo Beauty Garlic Conditioner 16oz","Produtos de Cabelo","unit","8",0,"3.85","5.4","43.2","30.8",0,0,0
"","Evo Beauty Garlic Gotas de Brilho 4oz","Produtos de Cabelo","unit","24",0,"4.25","6.99","167.76","102","671.04","96","263.04"
"","Evo Beauty Garlic Leave-In 8oz","Produtos de Cabelo","unit","90",0,"5.6","7.95","715.5","503.999",0,0,0
"","Evo Beauty Garlic Tratamento 16oz","Produtos de Cabelo","unit","14",0,"5.55","7.8","109.2","77.7",0,0,0
"","Evo Beauty Onion Shampoo 16oz ","Produtos de Cabelo","unit","33",0,"3.6","5.39","177.869","118.8","32.34","6","10.74"
"","Evo Beauty Onion Conditioner 16oz ","Produtos de Cabelo","unit","30",0,"3.6","5.4","162","108","32.4","6","10.8"
"","Evo Beauty Onion Tratamento 16oz","Produtos de Cabelo","unit","34",0,"5.2","7.8","265.2","176.8","46.8","6","15.6"
"","Dermaline Creme Rosa Mosqueta - unidade ","Higiene Pessoal","unit","0",0,"3.95","6.45","0","0","155.04","48","-34.56"
"17896229909633","Natuhair Oleo Capilar Biotina c/12","Produtos de Cabelo","unit","0",0,"37.8","52.9","0","0",0,0,0
"37896229909613","Natuhair Oleo Capilar Vitaminas A+E+B5 c/6 Unidades ","Produtos de Cabelo","unit","0",0,"27.2","38.07","0","0",0,0,0
"0324286162406","Gas Relief DLC - unidade ","De La Cruz","unit","84",0,"3.86","5.95","499.8","324.24","142.8","24","50.16"
"","Creme Aloe Vera DLC -unidade","De La Cruz","unit","102",0,"2.39","3.9","397.8","243.78",0,0,0
"","Creme Colágeno KQ 4oz  - unidade","Germa","unit","60",0,"5.15","7.75","465","309",0,0,0
"7468548540113","Angels Gotero Rosa Mosqueta - unidade ","Óleo ","unit","30",0,"7.2","9.75","292.5","216","409.5","42","107.1"
"","Pomada Basilicão 27g","Pomadas","unit","0",0,"6","9.9","0","0","59.4","6","23.4"
"","Churrasqueira Folding 18in ","Diversos","unit","18",0,"19.66","29.49","530.819","353.88",0,0,0
"08720181114625","Axe Desodorante Apollo 150ml - c/12 ","Desodorante ","unit","12",0,"22.5","33.75","405","270","67.5","2","22.5"
"","Axe  Desodorante Spray Anarchy 150ml Caixa c/12","Desodorante ","unit","0",0,"22","33","0","0",0,0,0
"","Isqueiro Bic Regular Sortido c/ 50 + 3","Diversos","unit","24",0,"52","72.9","1749.600","1248","364.5","5","104.5"
"0323900003613","VIcks Vapo Rub - pacote c/15","Farmácia ","unit","628",0,"41.25","63.75","40035","25905","255","4","90"
"","Colgate Creme Dental 2.5oz Baking Soda c/12","Higiene Pessoal","unit","21",0,"10.75","16.45","345.45","225.75","180.95","11","62.7"
"","Funil com 3 Peças ","Diversos","unit","33",0,"1.95","4.9","161.700","64.35","29.4","6","17.7"
"27461755107401","Oleo Ricino Capilo c/ 12","Capilo","unit","41",0,"35.52","52.9","2168.9","1456.320","1,375.4","26","451.88"
"27461755107081","Oleo de Eucalipto Capilo 2oz c/ 12","Capilo","unit","12",0,"10.2","31.08","372.96","122.399","62.16","2","41.76"
"10024286154513","Oleo de Amêndoas Doce DLC 2oz","De La Cruz","unit","25",0,"21","33.8","844.999","525","33.8","1","12.8"
"","Oleo Rosemary (alecrim) DLC c/ 12","De La Cruz","unit","54",0,"19.44","34.9","1884.6","1049.76","558.4","16","247.36"
"","DLC Pomada Hidrocortisone - unidade","Farmácia ","unit","48",0,"2.15","3.95","189.600","103.199","142.2","36","64.8"
"","DLC Oleo Vitamina E - c/ 12","De La Cruz","unit","15",0,"34.32","51.49","772.35","514.8","154.47","3","51.51"
"7410003710555","Artribion Vitaminado - caixa com 20 cartelas ","Farmácia ","unit","34",0,"22","32.95","1120.300","748","4,118.75","125","1,368.75"
"","Viro Grip Gel Caps  AM 24/1","Farmácia ","unit","19",0,"22","30.9","587.1","418","1,668.6","54","480.6"
"7415100205386","Viro Grip Gel Caps PM 24/1","Farmácia ","unit","20",0,"22","30.9","618","440","1,575.9","51","453.9"
"","Colgate Escova de Dente Display c/12","Higiene Pessoal","unit","21",0,"15.5","21.75","456.75","325.5","152.25","7","43.75"
"0300450449108","Tylenol Extra Strength Display c/50Pouches ","Farmácia ","unit","4",0,"14.5","21.75","87","58","304.5","14","101.5"
"","Advil Display c/ 50/2 Pouches ","Farmácia ","unit","7",0,"13.5","19.9","139.299","94.5","258.7","13","83.2"
"0300450481528","Motrin IB Caplets Display c/ 50/2 Pouches ","Farmácia ","unit","17",0,"12.75","19.95","339.15","216.75","139.65","7","50.4"
"0781308001288","Chá Bailarina (Green Tea) - unidade ","Chás ","unit","0",0,"3.2","4.49","0","0",0,0,0
"","Pilão de Madeira Extra Grande","Acessórios ","unit","0",0,"6","8.95","0","0",0,0,0
"null","Pilão de Madeira Pequeno","Acessórios ","unit","0",0,"3","4.95","0","0",0,0,0
"","Batedor de Carne Alumínio - Unidade","Alumínio ","unit","51",0,"3.25","4.95","252.450","165.75","29.7","6","10.2"
"","Ralador de 6 Lados ","Acessórios ","unit","0",0,"2","3.9","0","0","93.6","24","45.6"
"","Espremedor de Limão - c/6","Acessórios ","unit","1",0,"15","28.5","28.5","15","28.5","1","13.5"
"","Krazy Glue c/ 12 Unidades ","Diversos","unit","0",0,"8.16","14.49","0","0","28.98","2","12.66"
"","Espremedor de Laranja - c/6","Acessórios ","unit","2",0,"27","40.5","81","54",0,0,0
"","Duracell AA 2pk - unidade","Diversos","unit","193",0,"1.75","2.49","480.570","337.75","237.96","96","71.76"
"","Duracell AAA 2pk - unidade","Diversos","unit","282",0,"1.6","2.49","702.180","451.200","224.1","90","80.1"
"7707287130002","Nail hardner Fortalecedor","Produtos de Unha ","unit","282",0,"4.78","7.25","2044.5","1347.96","1,827","252","622.44"
"","Xarope Espinheira Santa Sol Natus","Suplementos ","unit","0",0,"5.25","7.95","0","0",0,0,0
"","Belle Depil - Folha depilaçao c/ 100","Depilação ","unit","70",0,"3.22","4.85","339.5","225.4","116.4","24","39.12"
"null","Cera Depi roll Quente Mel","Depilação ","unit","0",0,"6.44","9.75","0","0",0,0,0
"7898101388829","Seca Barriga Hibisco + Colágeno cápsula ","Suplementos ","unit","1",0,"45.78","59.4","59.4","45.78",0,0,0
"","Coador de Pano Medeiros c/12","Diversos","unit","39",0,"30.59","45.35","1768.65","1193.01","1,994.95","44","575.19"
"","Suporte de Coador Cromado c/6","Diversos","unit","6",0,"20.99","29.99","179.94","125.94","59.98","2","18"
"","Marcia Descolorante Queratina c/12","Farmácia ","unit","78",0,"30.59","39.99","3119.220","2386.02","672.65","17","152.62"
"7896221806476"," Marcia Descolorante Argan caixa c/12","Farmácia ","unit","80",0,"30.59","39.99","3199.200","2447.2","399.9","10","94"
"","Marcia Descolorante Côco c/12","Farmácia ","unit","107",0,"30.59","39.99","4278.93","3273.13","479.88","12","112.8"
"","Extrato de Própolis Verde Gotas Natus Minas c/20","Farmácia ","unit","0",0,"51.49","89.9","0","0",0,0,0
"","Xarope Broncoalho","Suplementos ","unit","0",0,"2.45","4.9","0","0",0,0,0
"","Óleo de Banana Farmax 100ml","Farmax ","unit","21",0,"27.99","37.29","783.09","587.79","109.58","3","25.61"
"17896679226328","IdealAmolecedor de Cutícula Argan 100ml - com 12 ","Ideal","unit","27",0,"28.79","39.95","1078.65","777.329","39.95","1","11.16"
"","Sol Natus Chá Chapéu de Couro ","Chás ","unit","60",0,"13.85","24.95","1497","831","474.05","19","210.9"
"","Sol Natus Chá Castanha da Índia ","Chás ","unit","25",0,"18.89","29.99","749.75","472.25","29.99","1","11.1"
"","Crece Pelo Shampoo 12oz - unidade","Produtos de Cabelo","unit","126",0,"2.4","3.85","485.1","302.4","161.7","42","60.9"
"","Crece Pelo Rinse 12oz - unidade","Produtos de Cabelo","unit","29",0,"2.4","3.85","111.65","69.6","46.2","12","17.4"
"","Crece Pelo Leave-In 12oz - unidade","Produtos de Cabelo","unit","56",0,"5.4","7.56","423.359","302.400","136.08","18","38.88"
"","Gel Arnica Sport Fashion - unidade","Farmax ","unit","6",0,"4.05","5.65","33.900","24.299","440.7","78","124.8"
"","Xarope Natuforme Espinheira Santa","Suplementos ","unit","0",0,"5.25","7.9","0","0",0,0,0
"","Sol Natus Chá Erva de Santa Maria ","Chás ","unit","109",0,"15.82","24.95","2719.549","1724.38","124.75","5","51.23"
"","Funchicorea unidade","Farmácia ","unit","102",0,"12.45","16.99","1732.979","1269.899","95.4","6","20.7"
"7898213880693","Romã e Própolis Spray c/ 16","Farmácia ","unit","0",0,"48.72","79.95","0","0","799.5","10","312.3"
"7898964247110","Volia Gel Base - unidade ","Produtos de Unha ","unit","0",0,"23.09","32.49","0","0",0,0,0
"","Luftal Gotas","Farmácia ","unit","0",0,"9","13.9","0","0","2,085","150","735"
"","Colírio Moura Brasil - unidade ","Farmácia ","unit","46",0,"6.86","12.75","586.5","315.56","2,043","156","972.84"
"","Spray de Arnica Plus Mel","Farmácia ","unit","0",0,"3.49","5.25","0","0",0,0,0
"7898964247240","Volia Gel Classic Cover - unidade","Produtos de Unha ","unit","7",0,"23.09","32.49","227.43","161.63",0,0,0
"7897626512405","Bicho da Seda Óleo Reparador - c/12","Produtos de Cabelo","unit","7",0,"44.99","59.99","419.93","314.93","1,139.81","19","285"
"","Preparado Sinusite","Farmácia ","unit","0",0,"30.79","46.2","0","0","46.2","1","15.41"
"7898213880853","Própolis Spray Completo Tutti-Fruit c/16","Farmácia ","unit","0",0,"66.59","86.59","0","0",0,0,0
"7898213880631","Bala de Gengibre Natus Minas- Pote com 25 bags ","Farmácia ","unit","0",0,"27.99","39.99","0","0","0.1","10","-279.8"
"7896902211254","Óleo de Uva Farmax Display c/ 12","Farmax ","unit","20",0,"19.6","29.9","598","392","29.9","1","10.3"
"7898213880914","Xarope de Própolis e Copaíba - unidade ","Suplementos ","unit","54",0,"4.31","6.95","375.3","232.739","1,084.2","156","411.84"
"","Novex Super Aloe Vera Gel 10oz - unidade ","Novex ","unit","36",0,"3.15","4.75","171","113.399",0,0,0
"","Novex Recarga de Keratina 80G caixa c/12","Novex ","unit","0",0,"22.2","33.6","0","0",0,0,0
"null","Novex My Little Curls Conditioner 10oz","Novex ","unit","0",0,"2.25","3.4","0","0",0,0,0
"","Novex My Little Curls Hair Mask 1kg","Novex ","unit","0",0,"4.75","7.15","0","0",0,0,0
"null","Novex My Little Curls Leave In 10.5oz ","Novex ","unit","0",0,"2.25","3.4","0","0",0,0,0
"7896117976504","Xarope Guaco ","Suplementos ","unit","298",0,"5.25","7.9","2354.200","1564.5","4,313.4","546","1,446.9"
"","Bateria Duracell D2 - unidade","Diversos","unit","2",0,"2.25","3.15","6.3","4.5","56.7","18","16.2"
"","Bateria Duracell C2 - unidade ","Diversos","unit","0",0,"2.25","3.15","0","0",0,0,0
"null","Panela de Pressão 9 litros Uniware","Farmácia ","unit","0",0,"34.25","49.95","0","0",0,0,0
"","Panela de Pressão Imusa 4 litros","Panelas","unit","0",0,"39","45.95","0","0",0,0,0
"","Pó Descolorante Camomila Farmax 20g c/12","Farmax ","unit","0",0,"17.38","26.9","0","0",0,0,0
"","Xarope Broncosan ","Farmácia ","unit","76",0,"3.43","5.49","417.24","260.68","131.76","24","49.44"
"","Guaraná em Pó Sol Natus c/6","Suplementos ","unit","75",0,"23.09","34.64","2598","1731.75","207.84","6","69.3"
"17891060758068","Mundial Cortador de Unha Grande Cod.121Bl","Produtos de Unha ","unit","157",0,"0.84","1.49","233.93","131.88","52.15","35","22.75"
"17891060805151","Mundial Alicate de Unha 772","Produtos de Unha ","unit","0",0,"7.41","10.99","0","0",0,0,0
"17891060805144","Mundial Alicate de Unha 722","Produtos de Unha ","unit","0",0,"6.75","9.95","0","0",0,0,0
"17891060804901","Mundial Espátula de Aço Cod. 371M","Produtos de Unha ","unit","0",0,"1.4","2.45","0","0","58.8","24","25.2"
"7898213880792","Xarope Bronconatus","Farmácia ","unit","0",0,"5.36","7.99","0","0","287.64","36","94.68"
"6001087375115","Axe Desodorante Gold (Unidade)","Desodorante ","unit","0",0,"22.5","33.75","0","0",0,0,0
"","Nivea creme 100ml","Higiene Pessoal","unit","0",0,"3.5","4.95","0","0","227.7","46","66.7"
"","Nivea creme 400ml","Higiene Pessoal","unit","0",0,"4.91","7.49","0","0",0,0,0
"90154095","Gillette Desodorante Gel Stick 70ml c/12","Desodorante ","unit","11",0,"35","49.95","549.45","385","224.75","5","49.35"
"7896902208216","Descolorante Queratina Farmax 20g com 12","Farmax ","unit","0",0,"17.38","26.9","0","0",0,0,0
"","Descolorante Sunless 20g Farmax c/12","Desodorante ","unit","0",0,"18.9","29.95","0","0",0,0,0
"","Seca Barriga Nutri Vally Farinha","Suplementos ","unit","0",0,"7.63","11.49","0","0","551.52","48","185.28"
"","Forma de Pudim #20 - unidade","Alumínio ","unit","0",0,"3.49","5.25","0","0",0,0,0
"","Novex Recarga de Colágeno ","Novex ","unit","587",0,"22.2","33.6","19723.2","13031.4","100.8","3","34.2"
"","Novex Recarga de Hidratação Super Babosa ","Novex ","unit","0",0,"22.2","33.6","0","0",0,0,0
"","Novex My Curls Hair Jelly 500g","Novex ","unit","138",0,"4.2","6.3","869.4","579.6","37.8","6","12.6"
"","Yamasterol Creme Babosa D-pantol 200g","Produtos de Cabelo","unit","9",0,"26.99","37.95","341.55","242.91","379.5","10","109.6"
"7896027200553","Tricofort anti caspa com 6 unidades","Farmácia ","unit","0",0,"23.99","33.59","0","0",0,0,0
"7896027200560","Tricofort anti queda com 6 unidades","Farmácia ","unit","0",0,"23.99","33.59","0","0","335.9","10","96"
"17896902209135","Acetona Farmax 500ml c/ 12 Unidades ","Farmax ","unit","0",0,"49","68.69","0","0",0,0,0
"","Ralador com caixa plástica ","Acessórios ","unit","0",0,"2","3.9","0","0",0,0,0
"","Afiador de Facas Cabo de Madeira 12”","Acessórios ","unit","0",0,"1.25","2.25","0","0","27","12","12"
"","Abridor de Vinho (saca-rolha)","Acessórios ","unit","21",0,"2.65","3.95","82.95","55.65","71.1","18","23.4"
"","Palito de Bambú para churrasco com 100 peças ","Diversos","unit","0",0,"0.85","1.3","0","0",0,0,0
"","Alcolado Superior 70 12oz","Farmácia ","unit","0",0,"2.5","3.15","0","0",0,0,0
"0000856147805","Finafta Analgésico Líquido - unidade","Farmácia ","unit","0",0,"5.25","8.98","0","0",0,0,0
"08720181114724","Axe Desodorante Gold Temptation 150ml -c/12","Desodorante ","unit","0",0,"22","33","0","0",0,0,0
"6001087364614","Axe Desodorante Black 150ml c/12","Desodorante ","unit","7",0,"22.5","33.75","236.25","157.5","202.5","6","67.5"
"","Vita Seiva Babosa shampoo","Vita Seiva","unit","300",0,"4.95","5.9","1770","1485","106.2","18","17.1"
"","Vita Seiva Babosa condicionador","Vita Seiva","unit","258",0,"5.19","5.9","1522.2","1339.020","106.2","18","12.78"
"6001087364690","Axe Desodorante Wild Spice spray 150ml - c/12","Desodorante ","unit","7",0,"22.5","33.75","236.25","157.5",0,0,0
"6001087364652","Axe Desodorante Adrenalin spray 150ml c/12","Desodorante ","unit","10",0,"22.5","33.75","337.5","225","33.75","1","11.25"
"6001087364638","Axe Desodorante Excite spray 150ml - c/12","Desodorante ","unit","15",0,"22.5","33.75","506.25","337.5","33.75","1","11.25"
"27791293041074","Axe Desodorante Dark Temptation spray 150ml - c/12 ","Desodorante ","unit","26",0,"22.5","33.75","877.5","585","67.5","2","22.5"
"","Axe Desodorante Ice Chill spray c/12 150 ml","Desodorante ","unit","6",0,"22.5","33.75","202.5","135","135","4","45"
"","Vasilina Jelly 50g c/12","Farmácia ","unit","14",0,"15","22.65","317.099","210","22.65","1","7.65"
"","Chapstick Sortido Repack com 28","Higiene Pessoal","unit","14",0,"34.5","49.9","698.6","483","49.9","1","15.4"
"","NyQuil Cold & Flu c/ 32 ","Farmácia ","unit","11",0,"33","46.9","515.9","363","416.1","9","143.1"
"0312547493802","Visine Original Colírio ","Farmácia ","unit","60",0,"4.66","6.53","391.8","279.6",0,0,0
"","Viro Grip Lemon tea PM","Farmácia ","unit","10",0,"25","35.9","359","250","1,184.7","33","359.7"
"","Viro Grip Lemon tea AM","Farmácia ","unit","10",0,"25","35.9","359","250","1,112.9","31","337.9"
"8022297064994","Ampola Alfaparf Óleo Essencial Azul c/ 12","Ampolas ","unit","8",0,"23","32.9","263.2","184",0,0,0
"","Dove Spray Feminino - Côco e Jasmin 150ml c/12","Desodorante ","unit","18",0,"26.52","40.9","736.199","477.36","488.55","12","170.31"
"","Pomada Neo Penicilina 11g","Farmácia ","unit","0",0,"1.85","2.99","0","0","17.94","6","6.84"
"","Pomada Marygels (Marijuana) noz - unidade","Farmácia ","unit","0",0,"4.5","6.3","0","0",0,0,0
"7401150300348","Óxido de Magnesio em pó com 24","Farmácia ","unit","0",0,"20","27.95","0","0",0,0,0
"27461755106763","Capilo Óleo Macadâmia 2oz com 12","Capilo","unit","9",0,"27.6","41.4","372.599","248.4","82.8","2","27.6"
"7898607020032","Xarope Plus Mel Hortelã ","Suplementos ","unit","84",0,"4.87","7.9","663.6","409.08","237","30","90.9"
"","Hair Life Alisante Liso Natural 180g c/12","","unit","6",0,"35.99","53.98","323.88","215.94","53.98","1","17.99"
"","Vita Seiva Hyalura Mascara Hidratação e Reconstrução 450g","Vita Seiva","unit","30",0,"7.87","7.95","238.5","236.1","41.7","6","-5.52"
"","Vita Seiva Hialura Shampoo Hidratação 300ml","Vita Seiva","unit","66",0,"5.36","5.9","389.400","353.760",0,0,0
"","Vita Seiva Hyalura Condicionador Hidratação 300ml","Vita Seiva","unit","60",0,"5.83","5.95","357","349.8",0,0,0
"","Vita Seiva Cavalo Real Mascara de Crecimento 450g","Vita Seiva","unit","12",0,"7.87","7.9","94.800","94.44","41.7","6","-5.52"
"","Sol Natus Folha de Goiaba","Chás ","unit","52",0,"15.99","24.95","1297.399","831.48","477.65","19","149.84"
"","Sol Natus chá Guiné ","Chás ","unit","230",0,"15.99","24.95","5738.5","3677.700","249.5","10","109.6"
"","Sol Natus Erva de Macaé","Chás ","unit","12",0,"15.39","26.95","323.4","184.68","107.8","4","46.24"
"","Sol Natus Chá Cordão de Frade","Chás ","unit","45",0,"18.39","27.6","1242","827.550","114.45","4","27.99"
"","Sol Natus Chá Casca de Catuaba","Chás ","unit","11",0,"13.99","25.95","285.45","153.890","259.5","10","119.6"
"","Sol Natus chá Cana do Brejo","Chás ","unit","48",0,"13.85","25.95","1245.6","664.8","51.9","2","24.2"
"","Sol Natus Alecrim do Campo","Chás ","unit","114",0,"13.84","24.95","2844.299","1577.76","399.2","16","177.76"
"7865599886533","Ora Pro-nobis 30 Cápsulas","Suplementos ","unit","114",0,"4.59","6.9","786.6","523.26","248.4","36","83.16"
"7898964247257","Volia Gel Classic Blanc 24g - unidade","Produtos de Unha ","unit","1",0,"23.09","32.49","32.49","23.09",0,0,0
"7898964247295","Volia Gel Classic Crystal - unidade","Produtos de Unha ","unit","0",0,"23.09","32.49","0","0",0,0,0
"7898583470616","Casco de Cavalo Pro Fortalecimento Trop Care - c/12","Produtos de Unha ","unit","0",0,"39.19","59.95","0","0","359.7","6","124.56"
"","Lola Morte Súbita Shampoo 250ml","Lola ","unit","0",0,"4","5.6","0","0","34.5","6","10.5"
"","Farmax Óleo de Banana 30 ml","Farmax ","unit","0",0,"10.49","15.74","0","0",0,0,0
"","Água Oxigenada Farmax vol 20 com 12","Farmax ","unit","0",0,"10.49","16.9","0","0",0,0,0
"","Bule de Alumínio #8","Alumínio ","unit","0",0,"6.3","9.45","0","0",0,0,0
"","Nivea creme 250ml","Farmácia ","unit","80",0,"3.79","6.9","552","303.2","304.32","44","133.88"
"","Faca 8” Stainless Steel - unidade","Cozinha ","unit","0",0,"3.5","5.25","0","0",0,0,0
"","Baralho Cartas - Bicycle com 12","Diversos","unit","5",0,"20.5","32","160","102.5","64","2","23"
"","Forma de Alumínio Full Size com 50","Alumínio ","unit","1",0,"45.95","64.95","64.95","45.95","324.75","5","95"
"0758283941076","Nutrine Garlic Nail Hardener","Produtos de Unha ","unit","4",0,"40.8","64.75","259","163.2",0,0,0
"17896806700073","Barla Talco Antisseptico Perfumado com 12","Higiene Pessoal","unit","0",0,"33.14","46.4","0","0","488.75","10","139.8"
"7896094921351","Engov After Bebida Reidratante  Berry Vibes 250ml com 6","Suplementos ","unit","9",0,"26.99","35.9","323.099","242.91","338.3","9","95.39"
"7896094919693","Engov After Bebida Reidratante Citrus 250ml com 6","Suplementos ","unit","11",0,"22.09","35.9","394.9","242.99","376.1","10","111.1"
"","Eno Sal de Frutas Guaraná com 30 sachês","Farmácia ","unit","0",0,"35","49.9","0","0","1,147.7","23","342.7"
"","Escova  Para Roupas Condor 12 unidades","Diversos","unit","8",0,"10.39","15.59","124.72","83.12","31.18","2","10.4"
"","Anil Colman Cubo 5 unidades","Diversos","unit","8",0,"20.99","29.45","235.6","167.92","147.25","5","42.3"
"","Durepoxi Cola em Massa 12 x 100g","Diversos","unit","10",0,"39.99","55.98","559.8","399.900","167.94","3","47.97"
"","Porta Coador para Café com Adaptador ","Diversos","unit","84",0,"4.34","6.49","545.16","364.56","155.76","24","51.6"
"","Nivea creme 200ml","Higiene Pessoal","unit","28",0,"5.25","6.45","180.6","147","787.2","116","178.2"
"","Nivea creme 50ml","Higiene Pessoal","unit","352",0,"2.3","3.75","1320","809.599","517.5","138","200.1"
"","Silicon Mix Argan óleo Regenerador","Silicon Mix","unit","72",0,"5","7.49","539.28","360","44.94","6","14.94"
"","Cera Depi Roll depilação Tradicional - unidade","Higiene Pessoal","unit","180",0,"3.59","5.75","1035","646.199","172.5","30","64.8"
"","Advance Hand Sanitizer Swan 8oz","Farmácia ","unit","0",0,"2.99","3.25","0","0",0,0,0
"17891060996750","Mundial Alicate 778 EP","Produtos de Unha ","unit","0",0,"7.31","11.49","0","0",0,0,0
"17891060969501","Mundial Alicate 777","Produtos de Unha ","unit","0",0,"6.26","9.4","0","0",0,0,0
"","Bag para Sandwich ","Acessórios ","unit","60",0,"1.75","2.65","159","105",0,0,0
"7898213880839","Extrato de própolis gotas sem álcool ","Farmácia ","unit","0",0,"62.99","88.2","0","0",0,0,0
"","Sol Natus Chá Casca de Laranja","Chás ","unit","23",0,"16.75","28.75","661.25","385.25","172.5","6","72"
"0608106910324","Cortador de Unha Pote - c/36","Produtos de Unha ","unit","19",0,"16.5","28.8","547.2","313.5","115.2","4","47.7"
"","Limpador de Neve - unidade ","Diversos","unit","33",0,"2.65","4.25","140.25","87.45",0,0,0
"","Tábua de Cortar de Plastico36x25cm","Cozinha ","unit","53",0,"2.75","4.4","233.200","145.75","61.6","14","23.1"
"","Faqueiro - conjunto","Cozinha ","unit","23",0,"8.75","13.95","320.849","201.25","83.7","6","31.2"
"","Saca Rolha","Cozinha ","unit","190",0,"2.85","4.9","931.000","541.5",0,0,0
"","Abridor de Lata Sortido","Cozinha ","unit","50",0,"1.75","2.95","147.5","87.5","17.7","6","7.2"
"","Faca 5” Stainless Steel - unidade ","Cozinha ","unit","12",0,"2.75","4.15","49.800","33",0,0,0
"","Faca Peixeira 8” Cabo de Madeira - unidade ","Cozinha ","unit","0",0,"1.75","3.49","0","0",0,0,0
"","Faca de Serra 8” Cabo de Madeira - unidade","Cozinha ","unit","49",0,"1.45","3.25","159.25","71.05",0,0,0
"","Peneira de Aço Cabo de Madeira 7” ","Cozinha ","unit","0",0,"1.35","2.2","0","0",0,0,0
"","Peneira de Aço Cabo de Madeira 9.75”","Cozinha ","unit","21",0,"2","3.2","67.2","42","48","15","18"
"","Escorredor de Aço 11” - unidade","Cozinha ","unit","31",0,"2.75","4.4","136.4","85.25","30.8","7","11.55"
"","Abridor de Garrafa Cabo de Madeira","Cozinha ","unit","13",0,"0.85","1.49","19.37","11.049","17.88","12","7.68"
"","Saca Rolha Sortido","Cozinha ","unit","27",0,"1.5","2.49","67.23","40.5","59.76","24","23.76"
"","Espátula Silicone Cabo de Aço ","Cozinha ","unit","0",0,"1","1.75","0","0",0,0,0
"","Tesourinha de Aço Ponta Curva","Acessórios ","unit","0",0,"1","2.9","0","0","52.2","18","34.2"
"","Vassoura Cabo de Metal","Limpeza ","unit","41",0,"2.5","3.99","163.59","102.5",0,0,0
"","Garrafa Térmica 1L - unidade ","Acessórios ","unit","0",0,"6","8.99","0","0",0,0,0
"7896902218406","Farmax Óleo Rosa Mosqueta 100% 30 ml","Farmax ","unit","12",0,"55.23","77.35","928.199","662.76","154.7","2","44.24"
"null","Algodão Apólo Bola 50g c/ 20","Farmácia ","unit","0",0,"26.46","37.25","0","0",0,0,0
"7896094905627","Sabonete Pom Pom Glicerinado c/12","Higiene Pessoal","unit","0",0,"9.44","19.99","0","0",0,0,0
"7896229996162","Natuhair Ampola 12 em 1","Ampolas ","unit","3",0,"20.79","29.1","87.300","62.37","87.3","3","24.93"
"7896229996261","Natuhair Ampola Abacate com 24 unid.","Ampolas ","unit","0",0,"20.79","29.1","0","0","116.4","4","33.24"
"7896229996308","Natuhair Ampola Alecrim c/24","Ampolas ","unit","0",0,"20.79","29.1","0","0","29.1","1","8.31"
"7896229996292","Natuhair Ampola Alho c/24","Ampolas ","unit","1",0,"20.79","29.1","29.1","20.79","29.1","1","8.31"
"7896229996186","Natuhair Ampola Anticaspa c/24","Ampolas ","unit","0",0,"20.79","29.1","0","0","116.4","4","33.24"
"","Natuhair Ampola Antiqueda c/24","Ampolas ","unit","0",0,"21.59","29.9","0","0","59.8","2","16.62"
"7896229996247","Natuhair Ampola Babosa c/24","Ampolas ","unit","0",0,"21.59","29.9","0","0","59.8","2","16.62"
"7896229996322","Natuhair Ampola Biotina c/24","Ampolas ","unit","0",0,"20.79","29.1","0","0","145.5","5","41.55"
"7896229996087","Natuhair Ampola Bomba de Vitaminas c/24","Ampolas ","unit","0",0,"20.79","29.1","0","0",0,0,0
"7896229996117","Natuhair Ampola Crecimento Fortalecido ","Ampolas ","unit","0",0,"20.79","29.1","0","0","87.3","3","24.93"
"7896229996179","Natuhair Ampola Óleo de Argan","Ampolas ","unit","0",0,"16.99","22.49","0","0",0,0,0
"7896229996155","Natuhair Ampola Queratina c/24","Ampolas ","unit","4",0,"20.79","29.1","116.4","83.16",0,0,0
"7896229996315","Natuhair Ampola Óleo Rosa Mosqueta c/24","Ampolas ","unit","0",0,"20.79","29.1","0","0","58.2","2","16.62"
"7896229996056","Natuhair Ampola SOS Reparação Total c/24","Ampolas ","unit","0",0,"20.79","29.1","0","0",0,0,0
"7896229996223","Natuhair Ampola Super Brilho c/24","Ampolas ","unit","0",0,"16.09","22.49","0","0",0,0,0
"7896229996148","Natuhair Ampola Vitamina A c/24","Ampolas ","unit","7",0,"16.09","22.49","157.429","112.63","67.47","3","19.2"
"","Natuhair Ampola D-Pantol","Ampolas ","unit","0",0,"20.79","29.1","0","0","58.2","2","16.62"
"","Novex My Curls Movie Star Máscara 1kg","Novex ","unit","6",0,"4.75","7.15","42.900","28.5","85.8","12","28.8"
"","Novex My Curls Movie Star Ativador Leave-in 500ml","Novex ","unit","96",0,"4.75","7.15","686.400","456","128.7","18","43.2"
"","Engov c/25","Higiene Pessoal","unit","89",0,"75","112","9968","6675","4,865.95","44","1,565.95"
"","Dove Desodorante Stick Feminino Powder 2.6oz c/12","Desodorante ","unit","6",0,"26.16","39.9","239.399","156.96",0,0,0
"","Fio Dental - Menta c/12","Higiene Pessoal","unit","20",0,"13.95","19.95","399","279","139.65","7","42"
"","Wilkinson Lâmina c/ 20/5","Higiene Pessoal","unit","39",0,"16.4","24.6","959.400","639.599","73.8","3","24.6"
